,role_0,role_1,role_2,role_3
100533,0.25,0.25,0.25,0.25
100535,0.97,0.01,0.01,0.01
100538,0.99,0.0,0.0,0.0
100582,0.99,0.0,0.0,0.0
100600,0.25,0.25,0.25,0.25
100606,0.25,0.25,0.25,0.25
100607,0.99,0.0,0.0,0.0
100627,0.99,0.0,0.0,0.0
100647,0.97,0.01,0.01,0.01
100692,0.0,0.61,0.39,0.0
100714,0.25,0.25,0.25,0.25
100751,0.25,0.25,0.25,0.25
100756,0.0,0.6,0.4,0.0
100772,1.0,0.0,0.0,0.0
100775,0.25,0.25,0.25,0.25
100802,0.25,0.25,0.25,0.25
100815,0.25,0.25,0.25,0.25
100819,0.25,0.25,0.25,0.25
100840,0.25,0.25,0.25,0.25
100851,0.25,0.25,0.25,0.25
100859,0.25,0.25,0.25,0.25
100873,0.25,0.25,0.25,0.25
100880,0.99,0.0,0.0,0.0
100901,0.99,0.0,0.0,0.0
100906,0.25,0.25,0.25,0.25
100914,0.99,0.0,0.0,0.0
100931,0.97,0.01,0.01,0.01
100932,0.0,0.6,0.4,0.0
100936,0.99,0.0,0.0,0.0
100968,0.97,0.01,0.01,0.01
100996,0.0,0.6,0.4,0.0
101003,0.99,0.0,0.0,0.0
101005,0.99,0.0,0.0,0.0
101009,0.25,0.25,0.25,0.25
101045,0.99,0.0,0.0,0.0
101047,0.25,0.25,0.25,0.25
101073,0.97,0.01,0.01,0.01
101089,0.97,0.01,0.01,0.01
101093,0.25,0.25,0.25,0.25
101109,0.25,0.25,0.25,0.25
101114,1.0,0.0,0.0,0.0
101121,0.25,0.25,0.25,0.25
101122,1.0,0.0,0.0,0.0
101130,0.0,0.0,1.0,0.0
101133,0.97,0.01,0.01,0.01
101135,0.99,0.0,0.0,0.0
101140,0.99,0.0,0.0,0.0
101142,0.97,0.01,0.01,0.01
101160,1.0,0.0,0.0,0.0
101182,0.0,0.0,1.0,0.0
101195,0.0,0.61,0.39,0.0
101198,0.25,0.25,0.25,0.25
101199,0.0,0.6,0.4,0.0
101229,1.0,0.0,0.0,0.0
101230,0.25,0.25,0.25,0.25
101242,0.99,0.0,0.0,0.0
101246,0.99,0.0,0.0,0.0
101247,0.99,0.0,0.0,0.0
101256,0.97,0.01,0.01,0.01
101259,0.25,0.25,0.25,0.25
101267,0.0,0.6,0.4,0.0
101270,1.0,0.0,0.0,0.0
101272,0.97,0.01,0.01,0.01
101277,0.0,0.61,0.39,0.0
101281,0.0,0.6,0.4,0.0
101293,1.0,0.0,0.0,0.0
101294,0.25,0.25,0.25,0.25
101318,0.99,0.0,0.0,0.0
101331,0.97,0.01,0.01,0.01
101335,0.0,0.61,0.39,0.0
101367,0.25,0.25,0.25,0.25
101374,0.99,0.0,0.0,0.0
101384,0.97,0.01,0.01,0.01
101385,0.25,0.25,0.25,0.25
101388,1.0,0.0,0.0,0.0
101394,0.99,0.0,0.0,0.0
101407,0.25,0.25,0.25,0.25
101432,0.97,0.01,0.01,0.01
101437,0.0,0.61,0.39,0.0
101444,0.97,0.01,0.01,0.01
101470,0.99,0.0,0.0,0.0
101490,0.25,0.25,0.25,0.25
101492,1.0,0.0,0.0,0.0
101496,0.0,0.6,0.4,0.0
101506,0.25,0.25,0.25,0.25
101512,0.25,0.25,0.25,0.25
101517,0.0,0.59,0.41,0.0
101524,1.0,0.0,0.0,0.0
101533,1.0,0.0,0.0,0.0
101573,0.25,0.25,0.25,0.25
101610,0.99,0.0,0.0,0.0
101621,0.97,0.01,0.01,0.01
101631,1.0,0.0,0.0,0.0
101644,0.99,0.0,0.0,0.0
101651,0.97,0.01,0.01,0.01
101660,0.99,0.0,0.0,0.0
101665,0.97,0.01,0.01,0.01
101678,0.0,0.0,1.0,0.0
101691,0.99,0.0,0.0,0.0
101694,0.99,0.0,0.0,0.0
101722,0.99,0.0,0.0,0.0
101726,0.25,0.25,0.25,0.25
101745,0.25,0.25,0.25,0.25
101747,0.99,0.0,0.0,0.0
101762,0.25,0.25,0.25,0.25
101774,0.99,0.0,0.0,0.0
101794,0.25,0.25,0.25,0.25
101813,0.25,0.25,0.25,0.25
101817,0.97,0.01,0.01,0.01
101820,0.97,0.01,0.01,0.01
101843,1.0,0.0,0.0,0.0
101845,0.97,0.01,0.01,0.01
101846,0.99,0.0,0.0,0.0
101852,0.99,0.0,0.0,0.0
101866,0.99,0.0,0.0,0.0
101892,0.99,0.0,0.0,0.0
101931,0.97,0.01,0.01,0.01
101935,0.97,0.01,0.01,0.01
101936,0.25,0.25,0.25,0.25
101969,0.25,0.25,0.25,0.25
101976,0.97,0.01,0.01,0.01
101993,0.99,0.0,0.0,0.0
101997,0.25,0.25,0.25,0.25
102000,0.0,0.6,0.4,0.0
102024,0.97,0.01,0.01,0.01
102047,0.25,0.25,0.25,0.25
102049,0.99,0.0,0.0,0.0
102055,0.97,0.01,0.01,0.01
102084,0.25,0.25,0.25,0.25
102095,0.99,0.0,0.0,0.0
102097,1.0,0.0,0.0,0.0
102111,0.0,0.0,1.0,0.0
102115,0.97,0.01,0.01,0.01
102117,0.99,0.0,0.0,0.0
102121,0.99,0.0,0.0,0.0
102148,0.25,0.25,0.25,0.25
102177,0.97,0.01,0.01,0.01
102196,0.25,0.25,0.25,0.25
102212,0.99,0.0,0.0,0.0
102216,0.0,0.6,0.4,0.0
102228,0.99,0.0,0.0,0.0
102248,0.25,0.25,0.25,0.25
102253,1.0,0.0,0.0,0.0
102268,0.25,0.25,0.25,0.25
102271,0.97,0.01,0.01,0.01
102276,0.0,0.6,0.4,0.0
102278,0.25,0.25,0.25,0.25
102291,0.97,0.01,0.01,0.01
102294,0.99,0.0,0.0,0.0
102307,0.99,0.0,0.0,0.0
102310,0.25,0.25,0.25,0.25
102318,0.25,0.25,0.25,0.25
102326,0.99,0.0,0.0,0.0
102374,0.99,0.0,0.0,0.0
102391,0.99,0.0,0.0,0.0
102402,0.99,0.0,0.0,0.0
102403,0.0,0.6,0.4,0.0
102413,0.0,0.61,0.39,0.0
102428,0.25,0.25,0.25,0.25
102442,0.0,0.6,0.4,0.0
102462,0.99,0.0,0.0,0.0
102466,0.99,0.0,0.0,0.0
102477,0.97,0.01,0.01,0.01
102481,0.25,0.25,0.25,0.25
102501,0.25,0.25,0.25,0.25
102503,0.25,0.25,0.25,0.25
102504,0.99,0.0,0.0,0.0
102506,0.25,0.25,0.25,0.25
102507,0.97,0.01,0.01,0.01
102515,0.0,0.59,0.41,0.0
102523,0.99,0.0,0.0,0.0
102545,0.99,0.0,0.0,0.0
102585,0.25,0.25,0.25,0.25
102592,0.25,0.25,0.25,0.25
102593,0.25,0.25,0.25,0.25
102598,0.25,0.25,0.25,0.25
102606,0.99,0.0,0.0,0.0
102612,1.0,0.0,0.0,0.0
102616,0.97,0.01,0.01,0.01
102636,0.25,0.25,0.25,0.25
102646,0.25,0.25,0.25,0.25
102652,0.25,0.25,0.25,0.25
102674,0.0,0.59,0.41,0.0
102683,0.99,0.0,0.0,0.0
102695,0.97,0.01,0.01,0.01
102710,0.25,0.25,0.25,0.25
102727,1.0,0.0,0.0,0.0
102736,0.25,0.25,0.25,0.25
102759,0.99,0.0,0.0,0.0
102764,0.25,0.25,0.25,0.25
102775,1.0,0.0,0.0,0.0
102783,0.99,0.0,0.0,0.0
102802,0.97,0.01,0.01,0.01
102803,0.99,0.0,0.0,0.0
102857,0.99,0.0,0.0,0.0
102873,0.97,0.01,0.01,0.01
102874,0.97,0.01,0.01,0.01
102875,0.25,0.25,0.25,0.25
102892,0.99,0.0,0.0,0.0
102900,0.99,0.0,0.0,0.0
102913,0.25,0.25,0.25,0.25
102916,1.0,0.0,0.0,0.0
102922,0.25,0.25,0.25,0.25
102932,0.99,0.0,0.0,0.0
102933,0.99,0.0,0.0,0.0
102939,0.25,0.25,0.25,0.25
102955,0.25,0.25,0.25,0.25
102959,1.0,0.0,0.0,0.0
102966,0.97,0.01,0.01,0.01
102982,0.97,0.01,0.01,0.01
102983,0.25,0.25,0.25,0.25
102994,0.97,0.01,0.01,0.01
103030,0.25,0.25,0.25,0.25
103031,0.97,0.01,0.01,0.01
103049,1.0,0.0,0.0,0.0
103050,0.25,0.25,0.25,0.25
103068,0.25,0.25,0.25,0.25
103081,0.99,0.0,0.0,0.0
103094,0.97,0.01,0.01,0.01
103100,0.25,0.25,0.25,0.25
103106,0.97,0.01,0.01,0.01
103109,0.99,0.0,0.0,0.0
103117,0.0,0.6,0.4,0.0
103130,0.99,0.0,0.0,0.0
103137,0.25,0.25,0.25,0.25
103163,0.0,0.59,0.41,0.0
103186,0.25,0.25,0.25,0.25
103187,0.0,0.61,0.39,0.0
103195,0.25,0.25,0.25,0.25
103214,0.0,0.6,0.4,0.0
103248,0.97,0.01,0.01,0.01
103257,0.99,0.0,0.0,0.0
103272,0.99,0.0,0.0,0.0
103284,0.0,0.59,0.41,0.0
103285,0.99,0.0,0.0,0.0
103290,0.25,0.25,0.25,0.25
103293,0.25,0.25,0.25,0.25
103300,0.99,0.0,0.0,0.0
103301,0.97,0.01,0.01,0.01
103323,0.99,0.0,0.0,0.0
103343,0.99,0.0,0.0,0.0
103346,0.97,0.01,0.01,0.01
103354,1.0,0.0,0.0,0.0
103391,0.99,0.0,0.0,0.0
103412,0.25,0.25,0.25,0.25
103429,0.99,0.0,0.0,0.0
103452,0.99,0.0,0.0,0.0
103475,0.25,0.25,0.25,0.25
103478,0.99,0.0,0.0,0.0
103501,0.25,0.25,0.25,0.25
103506,0.97,0.01,0.01,0.01
103510,0.97,0.01,0.01,0.01
103523,0.99,0.0,0.0,0.0
103526,0.99,0.0,0.0,0.0
103574,0.25,0.25,0.25,0.25
103586,0.99,0.0,0.0,0.0
103592,0.25,0.25,0.25,0.25
103609,0.97,0.01,0.01,0.01
103622,0.0,0.6,0.4,0.0
103623,0.25,0.25,0.25,0.25
103633,1.0,0.0,0.0,0.0
103645,0.0,0.6,0.4,0.0
103652,0.25,0.25,0.25,0.25
103661,0.0,0.0,1.0,0.0
103682,0.97,0.01,0.01,0.01
103692,0.99,0.0,0.0,0.0
103704,0.0,0.6,0.4,0.0
103705,0.97,0.01,0.01,0.01
103706,0.99,0.0,0.0,0.0
103708,0.97,0.01,0.01,0.01
103726,0.25,0.25,0.25,0.25
103727,1.0,0.0,0.0,0.0
103736,0.0,0.59,0.41,0.0
103744,0.0,0.61,0.39,0.0
103763,0.99,0.0,0.0,0.0
103792,0.97,0.01,0.01,0.01
103807,0.99,0.0,0.0,0.0
103811,0.99,0.0,0.0,0.0
103813,0.99,0.0,0.0,0.0
103821,0.25,0.25,0.25,0.25
103823,0.99,0.0,0.0,0.0
103829,0.99,0.0,0.0,0.0
103841,0.25,0.25,0.25,0.25
103845,0.0,0.6,0.4,0.0
103850,0.25,0.25,0.25,0.25
103877,0.0,0.6,0.4,0.0
103900,0.99,0.0,0.0,0.0
103916,0.25,0.25,0.25,0.25
103918,0.99,0.0,0.0,0.0
103925,0.25,0.25,0.25,0.25
103929,0.0,0.6,0.4,0.0
103942,0.99,0.0,0.0,0.0
103954,0.25,0.25,0.25,0.25
103965,0.99,0.0,0.0,0.0
103978,0.25,0.25,0.25,0.25
103987,0.99,0.0,0.0,0.0
103992,0.0,0.59,0.41,0.0
104016,0.99,0.0,0.0,0.0
104023,0.99,0.0,0.0,0.0
104027,0.25,0.25,0.25,0.25
104033,0.97,0.01,0.01,0.01
104050,0.97,0.01,0.01,0.01
104059,0.99,0.0,0.0,0.0
104061,0.25,0.25,0.25,0.25
104067,0.99,0.0,0.0,0.0
104075,0.0,0.61,0.39,0.0
104091,0.0,0.6,0.4,0.0
104094,0.0,0.6,0.4,0.0
104110,0.97,0.01,0.01,0.01
104146,1.0,0.0,0.0,0.0
104156,0.97,0.01,0.01,0.01
104164,0.25,0.25,0.25,0.25
104176,0.25,0.25,0.25,0.25
104179,0.0,0.61,0.39,0.0
104208,0.0,0.6,0.4,0.0
104211,0.99,0.0,0.0,0.0
104260,0.25,0.25,0.25,0.25
104288,0.0,0.61,0.39,0.0
104300,0.99,0.0,0.0,0.0
104320,0.25,0.25,0.25,0.25
104338,1.0,0.0,0.0,0.0
104365,0.25,0.25,0.25,0.25
104375,0.25,0.25,0.25,0.25
104377,0.99,0.0,0.0,0.0
104379,1.0,0.0,0.0,0.0
104397,0.99,0.0,0.0,0.0
104410,0.25,0.25,0.25,0.25
104420,0.25,0.25,0.25,0.25
104470,0.0,0.6,0.4,0.0
104472,0.25,0.25,0.25,0.25
104480,0.0,0.61,0.39,0.0
104494,0.25,0.25,0.25,0.25
104497,0.0,0.0,1.0,0.0
104504,0.99,0.0,0.0,0.0
104507,0.97,0.01,0.01,0.01
104515,0.97,0.01,0.01,0.01
104522,0.0,0.0,1.0,0.0
104530,0.25,0.25,0.25,0.25
104539,0.25,0.25,0.25,0.25
104541,0.99,0.0,0.0,0.0
104543,0.99,0.0,0.0,0.0
104544,0.99,0.0,0.0,0.0
104588,0.25,0.25,0.25,0.25
104603,0.0,0.61,0.39,0.0
104609,0.25,0.25,0.25,0.25
104610,0.99,0.0,0.0,0.0
104615,0.25,0.25,0.25,0.25
104633,0.99,0.0,0.0,0.0
104634,0.97,0.01,0.01,0.01
104635,0.99,0.0,0.0,0.0
104638,0.99,0.0,0.0,0.0
104657,0.99,0.0,0.0,0.0
104659,0.0,0.61,0.39,0.0
104660,0.97,0.01,0.01,0.01
104666,0.97,0.01,0.01,0.01
104690,0.99,0.0,0.0,0.0
104701,0.25,0.25,0.25,0.25
104702,0.97,0.01,0.01,0.01
104709,0.99,0.0,0.0,0.0
104715,0.99,0.0,0.0,0.0
104718,1.0,0.0,0.0,0.0
104734,0.99,0.0,0.0,0.0
104738,0.97,0.01,0.01,0.01
104777,0.0,0.6,0.4,0.0
104798,0.97,0.01,0.01,0.01
104831,0.99,0.0,0.0,0.0
104833,0.0,0.6,0.4,0.0
104834,0.25,0.25,0.25,0.25
104844,0.25,0.25,0.25,0.25
104894,0.0,0.0,1.0,0.0
104901,0.25,0.25,0.25,0.25
104903,0.99,0.0,0.0,0.0
104907,0.25,0.25,0.25,0.25
104917,0.97,0.01,0.01,0.01
104922,0.99,0.0,0.0,0.0
104942,0.0,0.59,0.41,0.0
104947,0.99,0.0,0.0,0.0
104967,0.0,0.6,0.4,0.0
104969,0.25,0.25,0.25,0.25
104986,0.97,0.01,0.01,0.01
105013,0.99,0.0,0.0,0.0
105015,0.97,0.01,0.01,0.01
105023,1.0,0.0,0.0,0.0
105026,0.0,0.6,0.4,0.0
105030,0.25,0.25,0.25,0.25
105035,0.0,0.6,0.4,0.0
105041,0.99,0.0,0.0,0.0
105043,0.25,0.25,0.25,0.25
105050,0.99,0.0,0.0,0.0
105088,0.25,0.25,0.25,0.25
105090,0.25,0.25,0.25,0.25
105092,0.97,0.01,0.01,0.01
105099,0.97,0.01,0.01,0.01
105107,0.97,0.01,0.01,0.01
105112,0.25,0.25,0.25,0.25
105116,0.99,0.0,0.0,0.0
105120,0.97,0.01,0.01,0.01
105122,0.25,0.25,0.25,0.25
105130,0.97,0.01,0.01,0.01
105133,0.99,0.0,0.0,0.0
105135,0.97,0.01,0.01,0.01
105141,0.25,0.25,0.25,0.25
105150,0.99,0.0,0.0,0.0
105151,0.25,0.25,0.25,0.25
105157,0.97,0.01,0.01,0.01
105190,0.25,0.25,0.25,0.25
105191,0.97,0.01,0.01,0.01
105205,0.25,0.25,0.25,0.25
105213,0.97,0.01,0.01,0.01
105218,0.99,0.0,0.0,0.0
105222,0.25,0.25,0.25,0.25
105229,0.25,0.25,0.25,0.25
105230,0.99,0.0,0.0,0.0
105232,0.25,0.25,0.25,0.25
105249,0.97,0.01,0.01,0.01
105253,0.25,0.25,0.25,0.25
105256,0.25,0.25,0.25,0.25
105274,0.97,0.01,0.01,0.01
105288,0.99,0.0,0.0,0.0
105304,0.0,0.0,1.0,0.0
105313,0.99,0.0,0.0,0.0
105315,0.99,0.0,0.0,0.0
105324,0.25,0.25,0.25,0.25
105326,0.25,0.25,0.25,0.25
105379,0.25,0.25,0.25,0.25
105380,0.0,0.61,0.39,0.0
105384,0.25,0.25,0.25,0.25
105386,0.99,0.0,0.0,0.0
105391,1.0,0.0,0.0,0.0
105411,0.25,0.25,0.25,0.25
105419,0.99,0.0,0.0,0.0
105422,0.97,0.01,0.01,0.01
105427,0.0,0.6,0.4,0.0
105429,0.97,0.01,0.01,0.01
105435,0.97,0.01,0.01,0.01
105436,0.25,0.25,0.25,0.25
105449,0.0,0.6,0.4,0.0
105460,0.97,0.01,0.01,0.01
105499,0.25,0.25,0.25,0.25
105512,0.99,0.0,0.0,0.0
105531,0.99,0.0,0.0,0.0
105543,0.25,0.25,0.25,0.25
105546,0.25,0.25,0.25,0.25
105558,0.25,0.25,0.25,0.25
105568,0.25,0.25,0.25,0.25
105569,0.0,0.6,0.4,0.0
105573,0.25,0.25,0.25,0.25
105584,0.25,0.25,0.25,0.25
105594,0.99,0.0,0.0,0.0
105607,0.25,0.25,0.25,0.25
105610,0.25,0.25,0.25,0.25
105613,0.0,0.0,1.0,0.0
105642,0.99,0.0,0.0,0.0
105645,0.25,0.25,0.25,0.25
105687,0.97,0.01,0.01,0.01
105689,0.25,0.25,0.25,0.25
105691,1.0,0.0,0.0,0.0
105702,0.99,0.0,0.0,0.0
105713,0.99,0.0,0.0,0.0
105732,0.25,0.25,0.25,0.25
105760,0.0,0.6,0.4,0.0
105767,0.25,0.25,0.25,0.25
105774,0.25,0.25,0.25,0.25
105784,0.97,0.01,0.01,0.01
105833,0.99,0.0,0.0,0.0
105836,0.99,0.0,0.0,0.0
105844,0.0,0.59,0.41,0.0
105865,0.0,0.61,0.39,0.0
105884,1.0,0.0,0.0,0.0
105895,0.25,0.25,0.25,0.25
105917,0.99,0.0,0.0,0.0
105918,1.0,0.0,0.0,0.0
105920,0.25,0.25,0.25,0.25
105921,0.97,0.01,0.01,0.01
105927,0.99,0.0,0.0,0.0
105932,0.0,0.59,0.41,0.0
105944,0.99,0.0,0.0,0.0
105946,0.25,0.25,0.25,0.25
105949,0.25,0.25,0.25,0.25
105956,0.25,0.25,0.25,0.25
105983,0.0,0.59,0.41,0.0
106015,0.97,0.01,0.01,0.01
106016,0.25,0.25,0.25,0.25
106040,0.99,0.0,0.0,0.0
106056,0.97,0.01,0.01,0.01
106062,0.25,0.25,0.25,0.25
106065,0.99,0.0,0.0,0.0
106073,0.0,0.59,0.41,0.0
106118,0.25,0.25,0.25,0.25
106120,0.97,0.01,0.01,0.01
106130,0.99,0.0,0.0,0.0
106134,0.25,0.25,0.25,0.25
106136,0.97,0.01,0.01,0.01
106146,0.0,0.6,0.4,0.0
106155,0.25,0.25,0.25,0.25
106156,0.97,0.01,0.01,0.01
106167,0.97,0.01,0.01,0.01
106186,0.99,0.0,0.0,0.0
106195,0.25,0.25,0.25,0.25
106198,0.25,0.25,0.25,0.25
106214,0.25,0.25,0.25,0.25
106215,0.25,0.25,0.25,0.25
106272,0.25,0.25,0.25,0.25
106280,0.25,0.25,0.25,0.25
106282,0.0,0.61,0.39,0.0
106288,0.99,0.0,0.0,0.0
106302,0.97,0.01,0.01,0.01
106313,0.25,0.25,0.25,0.25
106323,0.99,0.0,0.0,0.0
106361,0.99,0.0,0.0,0.0
106377,0.25,0.25,0.25,0.25
106392,0.99,0.0,0.0,0.0
106399,0.25,0.25,0.25,0.25
106406,0.97,0.01,0.01,0.01
106420,0.97,0.01,0.01,0.01
106423,0.97,0.01,0.01,0.01
106429,0.99,0.0,0.0,0.0
106432,0.97,0.01,0.01,0.01
106446,0.99,0.0,0.0,0.0
106459,0.25,0.25,0.25,0.25
106462,0.99,0.0,0.0,0.0
106472,0.25,0.25,0.25,0.25
106475,0.25,0.25,0.25,0.25
106478,0.25,0.25,0.25,0.25
106489,0.99,0.0,0.0,0.0
106494,0.25,0.25,0.25,0.25
106502,0.99,0.0,0.0,0.0
106503,0.99,0.0,0.0,0.0
106513,0.97,0.01,0.01,0.01
106518,0.97,0.01,0.01,0.01
106521,0.99,0.0,0.0,0.0
106526,0.99,0.0,0.0,0.0
106537,0.0,0.6,0.4,0.0
106577,0.99,0.0,0.0,0.0
106617,0.97,0.01,0.01,0.01
106632,0.0,0.6,0.4,0.0
106638,0.25,0.25,0.25,0.25
106642,0.25,0.25,0.25,0.25
106666,0.25,0.25,0.25,0.25
106670,0.0,0.6,0.4,0.0
106676,0.0,0.0,1.0,0.0
106686,0.0,0.6,0.4,0.0
106688,0.25,0.25,0.25,0.25
106691,0.99,0.0,0.0,0.0
106693,0.25,0.25,0.25,0.25
106698,0.97,0.01,0.01,0.01
106712,0.25,0.25,0.25,0.25
106718,0.25,0.25,0.25,0.25
106721,0.25,0.25,0.25,0.25
106736,0.25,0.25,0.25,0.25
106743,0.25,0.25,0.25,0.25
106749,0.0,0.6,0.4,0.0
106757,0.97,0.01,0.01,0.01
106761,1.0,0.0,0.0,0.0
106769,0.25,0.25,0.25,0.25
106772,0.97,0.01,0.01,0.01
106789,1.0,0.0,0.0,0.0
106806,0.25,0.25,0.25,0.25
106824,0.25,0.25,0.25,0.25
106831,1.0,0.0,0.0,0.0
106834,1.0,0.0,0.0,0.0
106843,0.97,0.01,0.01,0.01
106852,0.0,0.6,0.4,0.0
106858,0.25,0.25,0.25,0.25
106864,0.97,0.01,0.01,0.01
106871,0.99,0.0,0.0,0.0
106893,0.97,0.01,0.01,0.01
106896,0.99,0.0,0.0,0.0
106901,0.99,0.0,0.0,0.0
106918,0.97,0.01,0.01,0.01
106922,0.99,0.0,0.0,0.0
106932,0.0,0.61,0.39,0.0
106941,0.25,0.25,0.25,0.25
106963,0.25,0.25,0.25,0.25
107006,0.99,0.0,0.0,0.0
107008,0.99,0.0,0.0,0.0
107018,0.99,0.0,0.0,0.0
107047,0.25,0.25,0.25,0.25
107080,0.25,0.25,0.25,0.25
107110,0.99,0.0,0.0,0.0
107121,0.25,0.25,0.25,0.25
107124,0.97,0.01,0.01,0.01
107145,0.99,0.0,0.0,0.0
107150,0.25,0.25,0.25,0.25
107157,0.99,0.0,0.0,0.0
107161,0.99,0.0,0.0,0.0
107175,0.25,0.25,0.25,0.25
107182,0.0,0.0,1.0,0.0
107193,0.25,0.25,0.25,0.25
107194,0.0,0.59,0.41,0.0
107205,0.0,0.0,1.0,0.0
107213,0.99,0.0,0.0,0.0
107214,0.0,0.0,1.0,0.0
107228,0.25,0.25,0.25,0.25
107230,0.25,0.25,0.25,0.25
107233,0.0,0.59,0.41,0.0
107234,1.0,0.0,0.0,0.0
107235,0.0,0.6,0.4,0.0
107242,0.97,0.01,0.01,0.01
107243,0.0,0.6,0.4,0.0
107254,0.99,0.0,0.0,0.0
107266,0.99,0.0,0.0,0.0
107281,0.97,0.01,0.01,0.01
107285,0.0,0.61,0.39,0.0
107290,0.97,0.01,0.01,0.01
107298,0.99,0.0,0.0,0.0
107304,0.99,0.0,0.0,0.0
107344,0.25,0.25,0.25,0.25
107346,0.99,0.0,0.0,0.0
107359,0.99,0.0,0.0,0.0
107360,0.99,0.0,0.0,0.0
107361,0.0,0.6,0.4,0.0
107362,0.25,0.25,0.25,0.25
107373,1.0,0.0,0.0,0.0
107385,0.99,0.0,0.0,0.0
107451,0.97,0.01,0.01,0.01
107452,0.99,0.0,0.0,0.0
107460,0.97,0.01,0.01,0.01
107466,0.25,0.25,0.25,0.25
107508,1.0,0.0,0.0,0.0
107514,0.99,0.0,0.0,0.0
107523,0.99,0.0,0.0,0.0
107527,0.99,0.0,0.0,0.0
107541,0.99,0.0,0.0,0.0
107548,0.99,0.0,0.0,0.0
107551,0.97,0.01,0.01,0.01
107565,0.97,0.01,0.01,0.01
107566,1.0,0.0,0.0,0.0
107568,1.0,0.0,0.0,0.0
107583,0.25,0.25,0.25,0.25
107600,1.0,0.0,0.0,0.0
107604,0.25,0.25,0.25,0.25
107607,0.99,0.0,0.0,0.0
107627,0.25,0.25,0.25,0.25
107653,0.97,0.01,0.01,0.01
107658,1.0,0.0,0.0,0.0
107672,0.97,0.01,0.01,0.01
107685,0.99,0.0,0.0,0.0
107723,0.99,0.0,0.0,0.0
107740,0.99,0.0,0.0,0.0
107748,0.97,0.01,0.01,0.01
107752,0.25,0.25,0.25,0.25
107759,0.99,0.0,0.0,0.0
107774,0.99,0.0,0.0,0.0
107775,0.99,0.0,0.0,0.0
107776,0.97,0.01,0.01,0.01
107785,0.99,0.0,0.0,0.0
107805,1.0,0.0,0.0,0.0
107808,0.99,0.0,0.0,0.0
107813,0.0,0.6,0.4,0.0
107816,0.97,0.01,0.01,0.01
107817,0.0,0.6,0.4,0.0
107818,0.0,0.61,0.39,0.0
107819,0.99,0.0,0.0,0.0
107820,0.25,0.25,0.25,0.25
107821,0.25,0.25,0.25,0.25
107846,0.99,0.0,0.0,0.0
107851,0.25,0.25,0.25,0.25
107858,0.97,0.01,0.01,0.01
107862,0.25,0.25,0.25,0.25
107868,0.99,0.0,0.0,0.0
107871,0.97,0.01,0.01,0.01
107878,0.99,0.0,0.0,0.0
107899,0.25,0.25,0.25,0.25
107917,0.25,0.25,0.25,0.25
107926,0.97,0.01,0.01,0.01
107929,0.25,0.25,0.25,0.25
107930,0.25,0.25,0.25,0.25
107953,0.25,0.25,0.25,0.25
107976,0.25,0.25,0.25,0.25
107995,0.99,0.0,0.0,0.0
107999,0.97,0.01,0.01,0.01
108011,0.97,0.01,0.01,0.01
108019,0.25,0.25,0.25,0.25
108031,0.25,0.25,0.25,0.25
108043,0.99,0.0,0.0,0.0
108070,0.0,0.0,1.0,0.0
108077,0.25,0.25,0.25,0.25
108109,0.99,0.0,0.0,0.0
108129,0.25,0.25,0.25,0.25
108151,0.0,0.61,0.39,0.0
108158,0.97,0.01,0.01,0.01
108161,0.0,0.61,0.39,0.0
108168,0.99,0.0,0.0,0.0
108169,0.0,0.0,1.0,0.0
108171,0.99,0.0,0.0,0.0
108172,0.97,0.01,0.01,0.01
108175,0.25,0.25,0.25,0.25
108187,0.99,0.0,0.0,0.0
108188,0.97,0.01,0.01,0.01
108210,0.97,0.01,0.01,0.01
108241,0.0,0.6,0.4,0.0
108247,0.99,0.0,0.0,0.0
108249,0.97,0.01,0.01,0.01
108258,0.25,0.25,0.25,0.25
108264,0.25,0.25,0.25,0.25
108271,0.97,0.01,0.01,0.01
108276,0.25,0.25,0.25,0.25
108278,0.99,0.0,0.0,0.0
108283,0.97,0.01,0.01,0.01
108293,0.99,0.0,0.0,0.0
108301,1.0,0.0,0.0,0.0
108313,0.0,0.0,1.0,0.0
108319,0.97,0.01,0.01,0.01
108325,0.99,0.0,0.0,0.0
108326,0.99,0.0,0.0,0.0
108327,0.0,0.6,0.4,0.0
108355,0.0,0.61,0.39,0.0
108364,0.25,0.25,0.25,0.25
108379,0.97,0.01,0.01,0.01
108380,0.97,0.01,0.01,0.01
108385,0.25,0.25,0.25,0.25
108388,0.25,0.25,0.25,0.25
108395,0.97,0.01,0.01,0.01
108396,0.25,0.25,0.25,0.25
108406,0.97,0.01,0.01,0.01
108416,0.0,0.61,0.39,0.0
108418,0.25,0.25,0.25,0.25
108424,0.99,0.0,0.0,0.0
108425,1.0,0.0,0.0,0.0
108435,0.25,0.25,0.25,0.25
108451,0.99,0.0,0.0,0.0
108461,0.25,0.25,0.25,0.25
108487,0.97,0.01,0.01,0.01
108509,0.25,0.25,0.25,0.25
108514,0.25,0.25,0.25,0.25
108517,0.97,0.01,0.01,0.01
108537,0.25,0.25,0.25,0.25
108540,0.0,0.6,0.4,0.0
108545,0.25,0.25,0.25,0.25
108547,0.99,0.0,0.0,0.0
108569,0.25,0.25,0.25,0.25
108587,0.25,0.25,0.25,0.25
108596,0.99,0.0,0.0,0.0
108602,0.0,0.0,1.0,0.0
